Yingcheng;China;minor;986400
Chiba;Japan;admin;981738
Pekanbaru;Indonesia;admin;983356
Luocheng;China;minor;984100
Dnipro;Ukraine;admin;980948
Danyang;China;;980662
Natal;Brazil;;980588
Nada;China;minor;977700
Zamboanga City;Philippines;admin;977234
Kirkuk;Iraq;admin;975000
Naples;Italy;admin;966144
Wuchuan;China;;972400
Huilong;China;minor;972525
Oklahoma City;United States;admin;972943
Morelia;Mexico;;962555
Cebu City;Philippines;admin;964169
Shaoxing;China;minor;961200
Coimbatore;India;;959823
Santo Domingo Este;Dominican Republic;admin;948855
Setagaya;Japan;;940509
Songnam;South Korea;;948757
Taishan;China;;953900
Fangchenggang;China;minor;953300
Solapur;India;;951558
Tangier;Morocco;admin;947952
Anqiu;China;;947723
Feicheng;China;;946627
Kermanshah;Iran;admin;945651
Kitakyushu;Japan;;935084
Meishan;China;minor;936000
Khartoum North;Sudan;;936349
Kisangani;Congo (Kinshasa);admin;935977
Aguascalientes;Mexico;admin;934424
Marrakech;Morocco;admin;928850
Donetsk;Ukraine;admin;929063
Trujillo;Peru;admin;919899
Taihe;China;minor;924531
Bridgeport;United States;;924449
Trichinopoly;India;;916857
Xin'an;China;;920628
Taihecun;China;minor;920471
Naucalpan de Juarez;Mexico;minor;913681
Owerri;Nigeria;admin;908109
Padang;Indonesia;admin;914970
Qingzhou;China;;914047
Buffalo;United States;;914341
Lichuan;China;;913700
Daye;China;;909724
Fort Worth;United States;;909585
Hengzhou;China;minor;908400
Campo Grande;Brazil;admin;906092
Zhuanghe;China;;905852
Hartford;United States;admin;905152
Bobo-Dioulasso;Burkina Faso;admin;903887
Ad Dammam;Saudi Arabia;admin;903312
Lhasa;China;admin;902500
Jiaozhou;China;;900500
Taguig City;Philippines;admin;886722
Merida;Mexico;admin;892363
Yangchun;China;;891800
Bucheon;South Korea;minor;867678
Dengtalu;China;minor;887000
Antipolo;Philippines;admin;887399
Hubli;India;;890000
Abeokuta;Nigeria;admin;888924
Cancun;Mexico;minor;888797
Tucson;United States;;888486
Krasnodar;Russia;admin;881476
Natal;Brazil;admin;877662
Chihuahua;Mexico;admin;878062
Klang;Malaysia;;878000
Turin;Italy;admin;870952
Ar Ramadi;Iraq;admin;874543
Laiyang;China;;874127
Sale;Morocco;;850403
Jalandhar;India;;873725
Kaifeng Chengguanzhen;China;minor;872000
Ikeja;Nigeria;admin;861300
Malang;Indonesia;;866118
Marseille;France;admin;868277
Saltillo;Mexico;admin;864431
Gaomi;China;;868715
Ipoh;Malaysia;admin;866772
Hai'an;China;minor;866337
Oran;Algeria;admin;852000
Hermosillo;Mexico;admin;855563
Weichanglu;China;minor;859424
Shache;China;;851374
Leping;China;minor;852800
Hailun;China;minor;850000
Macheng;China;;849090
Akure;Nigeria;admin;847903
Ilorin;Nigeria;admin;847582
Teresina;Brazil;admin;847430
Yuci;China;;840000
Omaha;United States;;847819
Saratov;Russia;admin;845300
Erbil;Iraq;admin;846000
Iguacu;Brazil;;844583
El Paso;United States;;843386
Pasig City;Philippines;admin;803159
Denpasar;Indonesia;admin;834881
Dehui;China;;839786
Bhubaneshwar;India;admin;837737
Tongchuan;China;minor;834437
Cheongju;South Korea;admin;833276
Warri;Nigeria;minor;830106
Pointe-Noire;Congo (Brazzaville);admin;829134
Sakai;Japan;;823523
Rongjiawan;China;minor;826000
Butterworth;Malaysia;;821652
Renqiu;China;;822455
Honolulu;United States;admin;820987
Xindi;China;;819446
Wu'an;China;;819000
Sao Bernardo do Campo;Brazil;;816925
Gaoyou;China;minor;811800
Culiacan;Mexico;admin;808416
Hejian;China;;810306
Yiyang;China;minor;810447
Puxi;China;minor;809535
Zijinglu;China;minor;807857
Joao Pessoa;Brazil;admin;801718
McAllen;United States;;804114
Queretaro;Mexico;admin;801940
Abaete;Brazil;;800000
Palermo;Colombia;minor;800000
Qingping;China;minor;797200
Valencia;Spain;admin;789744
Niigata;Japan;admin;790646
Leeds;United Kingdom;;789194
Moradabad;India;;787000
Hamamatsu;Japan;;788211
Xiangxiang;China;;787216
Chaohucun;China;;782000
Fuyang;China;minor;771000
Homs;Syria;admin;775404
Lubango;Angola;admin;776249
San Luis Potosi;Mexico;admin;772828
Cencheng;China;minor;772113
Dali;China;;771128
Hamhung;North Korea;admin;768551
Krakow;Poland;admin;766739
Hempstead;United States;;767417
Frankfurt;Germany;minor;764104
Al `Ayn;United Arab Emirates;;766936
Songzi;China;;765911
Laixi;China;;762900
Bahawalpur;Pakistan;minor;762111
Zhongba;China;minor;762140
Kaduna;Nigeria;admin;760084
Qingnian;China;minor;760781
